Matricule,First_Name,Last_Name,Email,Anonymat_name,Password,Gender,Age,Department,Level,Attendance ,Projects_Score,notecc,SN,Moyenne_Final,Sleep_hour,Stress_Level (1-10), decision, Annee
S3795,Liam,Johnson,student2795@university.com,Stud 2796,1234,Female,19,GCI,PhD,5.558,6.107,19.446,37.195,13.661200000000004,1.7833333333333332,4, Admis   ,2022
S3796,John,Brown,student2796@university.com,Stud 2797,1234,Male,18,GP,Bachelor's,5.889,8.74,27.006,20.8825,12.5035,3.111111111111111,10, Admis   ,2022
S3797,Maria,Brown,student2797@university.com,Stud 2798,1234,Female,20,GPR,High School,8.936,7.686,19.634,44.485,16.148200000000003,1.575757575757576,9, Admis   ,2022
S3798,Ali,Williams,student2798@university.com,Stud 2799,1234,Female,23,GM,Master's,9.179,7.254000000000001,21.52,32.02,13.9946,1.7499999999999998,4, Admis   ,2022
S3799,Ali,Jones,student2799@university.com,Stud 2800,1234,Female,19,GAM,Master's,7.726000000000001,9.679000000000002,13.928,22.0675,10.6801,3.671232876712329,4, Echec   ,2022
S3800,Liam,Williams,student2800@university.com,Stud 2801,1234,Male,19,GM,High School,7.772,8.51,23.033999999999995,30.495,11.1655,4.711538461538462,8, Echec   ,2022
S3801,Emma,Jones,student2801@university.com,Stud 2802,1234,Male,23,GMP,Bachelor's,8.16,8.408,25.679,29.97,14.4434,1.254901960784314,6, Admis   ,2022
S3802,Maria,Jones,student2802@university.com,Stud 2803,1234,Female,21,GCI,Bachelor's,7.196,5.059000000000001,16.862000000000002,42.715,14.366400000000002,1.7105263157894737,7, Admis   ,2022
S3803,Maria,Williams,student2803@university.com,Stud 2804,1234,Female,21,GIT,Master's,8.401000000000002,9.325,13.878999999999998,46.3575,15.5925,2.056179775280899,4, Admis   ,2022
S3804,Ali,Smith,student2804@university.com,Stud 2805,1234,Male,22,GESI,High School,5.542000000000001,8.967,22.823,22.99,12.0644,0.7471264367816093,1, Admis   ,2022
S3805,John,Brown,student2805@university.com,Stud 2806,1234,Male,22,GCI,Master's,9.806,6.495000000000001,20.17,37.765,14.8472,2.7625,4, Admis   ,2022
S3806,Ahmed,Davis,student2806@university.com,Stud 2807,1234,Male,19,QHSEI,PhD,8.751000000000001,6.461,16.089,26.565,11.5732,3.3953488372093026,4, Echec   ,2022
S3807,Omar,Jones,student2807@university.com,Stud 2808,1234,Male,24,GAM,High School,8.156,5.267,20.263,29.4325,12.6237,2.8653846153846154,2, Admis   ,2022
S3808,Ahmed,Jones,student2808@university.com,Stud 2809,1234,Female,19,GM,Bachelor's,6.582,5.254,14.079,33.94,11.971,1.5675675675675675,8, Echec   ,2022
S3809,Maria,Smith,student2809@university.com,Stud 2810,1234,Male,22,GESI,Master's,5.805,8.343000000000002,19.212,45.6325,11.2265,2.4181818181818184,5, Echec   ,2022
S3810,Ahmed,Davis,student2810@university.com,Stud 2811,1234,Female,23,GPR,Bachelor's,7.047000000000001,5.931000000000001,20.267,29.145,12.478000000000002,4.416666666666667,9, Admis   ,2022
S3811,Ali,Johnson,student2811@university.com,Stud 2812,1234,Female,22,QHSEI,PhD,8.308,9.618000000000002,19.192,34.44,14.3116,2.8068181818181817,5, Admis   ,2022
S3812,Ali,Smith,student2812@university.com,Stud 2813,1234,Male,19,GESI,PhD,8.169,9.212000000000002,23.354999999999997,33.8825,10.8139,6.454545454545454,4, Echec   ,2022
S3813,Liam,Davis,student2813@university.com,Stud 2814,1234,Male,20,GCI,PhD,6.913,6.744,22.85,34.5675,14.2149,2.710843373493976,3, Admis   ,2022
S3814,Maria,Smith,student2814@university.com,Stud 2815,1234,Male,19,GESI,PhD,8.066,6.9,14.784,30.4125,12.0325,4.511627906976744,10, Admis   ,2022
S3815,Liam,Jones,student2815@university.com,Stud 2816,1234,Male,20,GIT,PhD,9.069,6.636,21.779,37.06,14.9088,2.017543859649123,10, Admis   ,2022
S3816,Maria,Brown,student2816@university.com,Stud 2817,1234,Female,20,GE,Bachelor's,5.131,5.462,13.374,42.095,10.0033,3.191176470588235,1, Echec   ,2022
S3817,Omar,Smith,student2817@university.com,Stud 2818,1234,Female,19,GP,Bachelor's,7.253,5.157,22.813,38.335,10.3539,4.775862068965517,7, Echec   ,2022
S3818,Omar,Johnson,student2818@university.com,Stud 2819,1234,Female,24,GESI,High School,8.793000000000001,7.261,24.710999999999995,46.5825,17.4695,0.7613636363636364,9, Admis   ,2022
S3819,Emma,Williams,student2819@university.com,Stud 2820,1234,Male,24,GM,Master's,7.731000000000001,9.715000000000002,18.215,27.6275,10.2296,2.476923076923077,2, Echec   ,2022
S3820,Maria,Davis,student2820@university.com,Stud 2821,1234,Female,18,GPR,Bachelor's,8.257,9.586,13.961,41.37,11.0049,1.1298701298701297,4, Echec   ,2022
S3821,John,Smith,student2821@university.com,Stud 2822,1234,Male,22,GP,Master's,7.583,9.049,24.938,39.7075,16.2555,3.373333333333333,8, Admis   ,2022
S3822,Ahmed,Smith,student2822@university.com,Stud 2823,1234,Female,24,GESI,Master's,9.959,8.143,21.505,44.5425,11.827,2.4878048780487805,9, Echec   ,2022
S3823,Maria,Johnson,student2823@university.com,Stud 2824,1234,Male,21,GCI,PhD,5.273,9.281,18.616,43.8075,15.395500000000002,3.2530120481927707,9, Admis   ,2022
S3824,Sara,Brown,student2824@university.com,Stud 2825,1234,Female,19,GE,Bachelor's,7.455,7.575,24.247,40.63,11.8174,1.0476190476190477,6, Echec   ,2022
S3825,Emma,Smith,student2825@university.com,Stud 2826,1234,Female,20,GP,Bachelor's,5.457000000000001,5.901,17.303,32.125,9.4299,3.325301204819277,2, Echec   ,2022
S3826,Sara,Smith,student2826@university.com,Stud 2827,1234,Male,19,GAM,Master's,5.799,8.421,21.707,40.2875,15.242900000000004,0.9178082191780822,1, Admis   ,2022
S3827,Ali,Brown,student2827@university.com,Stud 2828,1234,Female,22,GCI,PhD,6.915000000000001,9.603000000000002,18.467,31.8275,13.3625,1.6486486486486485,4, Admis   ,2022
S3828,Omar,Johnson,student2828@university.com,Stud 2829,1234,Female,23,GE,Bachelor's,5.7780000000000005,5.098,19.726,28.8825,11.8969,1.816326530612245,6, Echec   ,2022
S3829,Ahmed,Davis,student2829@university.com,Stud 2830,1234,Male,24,GESI,PhD,9.818,6.257000000000001,18.367,24.765,11.8414,1.6538461538461535,2, Echec   ,2022
S3830,Maria,Davis,student2830@university.com,Stud 2831,1234,Male,24,GCI,Master's,9.734000000000002,6.327000000000001,14.487999999999998,36.7725,10.7916,1.2567567567567568,6, Echec   ,2022
S3831,Sara,Smith,student2831@university.com,Stud 2832,1234,Male,24,GM,Master's,6.681000000000001,5.495000000000001,23.022,29.7925,12.998100000000004,3.207547169811321,1, Admis   ,2022
S3832,Ahmed,Brown,student2832@university.com,Stud 2833,1234,Male,20,GAM,Master's,8.199,6.127000000000001,24.076,34.865,14.6534,3.784615384615385,6, Admis   ,2022
S3833,Ali,Smith,student2833@university.com,Stud 2834,1234,Male,21,GPR,Bachelor's,7.669,6.920000000000001,21.092,35.8425,14.3047,4.296875,5, Admis   ,2022
S3834,Omar,Williams,student2834@university.com,Stud 2835,1234,Female,21,GAM,PhD,9.078,9.699,16.989,33.105000000000004,13.774200000000002,3.692307692307692,2, Admis   ,2022
S3835,John,Davis,student2835@university.com,Stud 2836,1234,Male,24,GPR,Master's,8.137,9.301,22.405,36.0175,10.7451,1.3088235294117647,4, Echec   ,2022
S3836,Emma,Jones,student2836@university.com,Stud 2837,1234,Female,21,GCI,Master's,5.001,9.73,13.152,34.105,9.8232,1.0294117647058825,9, Echec   ,2022
S3837,Ahmed,Williams,student2837@university.com,Stud 2838,1234,Female,23,GP,PhD,8.816,5.603000000000001,20.038,28.965,11.7568,3.782608695652174,2, Echec   ,2022
S3838,Ahmed,Smith,student2838@university.com,Stud 2839,1234,Male,24,QHSEI,PhD,8.734,5.140000000000001,15.611,35.7375,10.8128,4.084745762711864,5, Echec   ,2022
S3839,John,Johnson,student2839@university.com,Stud 2840,1234,Female,18,GCI,High School,7.548999999999999,5.549,22.977999999999994,34.8125,14.1777,3.53448275862069,3, Admis   ,2022
S3840,Ahmed,Davis,student2840@university.com,Stud 2841,1234,Female,20,GMP,Bachelor's,9.515,9.571,24.204,28.9225,14.4425,2.882352941176471,2, Admis   ,2022
S3841,Ali,Jones,student2841@university.com,Stud 2842,1234,Male,23,GM,PhD,9.542,5.787,21.73,41.39,10.8649,0.8051948051948052,10, Echec   ,2022
S3842,Ali,Williams,student2842@university.com,Stud 2843,1234,Female,20,GM,Bachelor's,7.620000000000001,7.862999999999999,17.703,40.8575,14.808700000000002,3.7317073170731714,8, Admis   ,2022
S3843,John,Davis,student2843@university.com,Stud 2844,1234,Male,24,GMP,High School,8.040000000000001,6.138000000000001,24.76,29.4175,13.6711,4.0,10, Admis   ,2022
S3844,Emma,Brown,student2844@university.com,Stud 2845,1234,Male,23,GMP,High School,9.983,5.103000000000001,28.585000000000004,34.6325,9.9946,3.636363636363636,9, Echec   ,2022
S3845,Maria,Johnson,student2845@university.com,Stud 2846,1234,Male,24,GMP,Bachelor's,6.494,5.423,23.283,43.4575,15.7315,0.6296296296296297,6, Admis   ,2022
S3846,Sara,Williams,student2846@university.com,Stud 2847,1234,Female,23,GP,Master's,6.623000000000001,8.549,22.709,23.08,12.1922,1.5625,5, Admis   ,2022
S3847,Maria,Brown,student2847@university.com,Stud 2848,1234,Female,24,GAM,Bachelor's,5.914000000000001,5.912,20.394,33.65,13.174,4.348484848484849,7, Admis   ,2022
S3848,Ahmed,Smith,student2848@university.com,Stud 2849,1234,Female,18,QHSEI,PhD,9.479,6.146000000000001,19.974,41.3275,10.7196,2.95,3, Echec   ,2022
S3849,Sara,Brown,student2849@university.com,Stud 2850,1234,Female,20,GAM,Bachelor's,8.722,6.886,20.04,24.5425,12.0381,3.704918032786886,6, Admis   ,2022
S3850,Liam,Williams,student2850@university.com,Stud 2851,1234,Male,23,GESI,PhD,5.5280000000000005,8.286,18.671,49.4175,10.4902,1.4269662921348314,7, Echec   ,2022
S3851,John,Williams,student2851@university.com,Stud 2852,1234,Female,18,GAM,PhD,9.909,7.347,18.854,31.835,13.589,2.3058823529411767,1, Admis   ,2022
S3852,John,Smith,student2852@university.com,Stud 2853,1234,Male,19,GESI,PhD,8.655,9.723,22.961,40.7675,10.887,1.8289473684210529,4, Echec   ,2022
S3853,Emma,Brown,student2853@university.com,Stud 2854,1234,Female,24,GIT,Master's,9.253,7.170999999999999,15.567000000000002,31.3175,12.661700000000002,2.2142857142857144,7, Admis   ,2022
S3854,Sara,Brown,student2854@university.com,Stud 2855,1234,Female,22,GM,Master's,5.241,5.996,14.849,40.0425,11.654,2.3181818181818183,10, Echec   ,2022
S3855,Ali,Smith,student2855@university.com,Stud 2856,1234,Female,23,GIT,High School,7.525,7.681000000000001,22.753,28.205,11.7704,2.22972972972973,6, Echec   ,2022
S3856,Sara,Brown,student2856@university.com,Stud 2857,1234,Female,21,GPR,High School,8.493,7.254000000000001,18.126,44.9975,15.774100000000002,2.216666666666667,10, Admis   ,2022
S3857,Ahmed,Davis,student2857@university.com,Stud 2858,1234,Female,18,GM,Master's,7.715000000000001,8.936,19.761,31.722500000000004,13.6269,1.7272727272727275,2, Admis   ,2022
S3858,Ali,Smith,student2858@university.com,Stud 2859,1234,Male,18,GM,Master's,8.333,9.676000000000002,26.152,26.8025,14.1927,4.382978723404255,8, Admis   ,2022
S3859,Omar,Johnson,student2859@university.com,Stud 2860,1234,Female,23,GMP,High School,9.089,9.181,23.412000000000003,29.935,14.3234,3.2222222222222223,7, Admis   ,2022
S3860,Omar,Williams,student2860@university.com,Stud 2861,1234,Female,18,GESI,High School,6.872,6.945,22.329,34.9775,14.224700000000002,2.083333333333333,2, Admis   ,2022
S3861,Liam,Johnson,student2861@university.com,Stud 2862,1234,Female,19,GCI,High School,9.243,6.081,12.133,24.7075,10.432900000000002,3.076923076923077,9, Echec   ,2022
S3862,Omar,Davis,student2862@university.com,Stud 2863,1234,Female,18,GP,Bachelor's,5.815,9.572,23.884000000000004,39.875,15.8292,4.714285714285714,6, Admis   ,2022
S3863,John,Davis,student2863@university.com,Stud 2864,1234,Male,22,GE,PhD,6.354,6.93,21.848,42.03,10.3519,3.1627906976744184,2, Echec   ,2022
S3864,Sara,Jones,student2864@university.com,Stud 2865,1234,Female,22,GIT,Master's,5.2170000000000005,8.851,23.006,42.2775,15.8703,3.258620689655172,5, Admis   ,2022
S3865,Omar,Jones,student2865@university.com,Stud 2866,1234,Male,24,GIT,PhD,6.822,9.948,17.012,24.3475,11.6259,2.5,1, Echec   ,2022
S3866,Maria,Jones,student2866@university.com,Stud 2867,1234,Female,24,GAM,Master's,6.9,7.887,16.987,42.4475,14.844300000000002,3.283950617283951,2, Admis   ,2022
S3867,Emma,Smith,student2867@university.com,Stud 2868,1234,Male,21,GESI,High School,9.026000000000002,7.399,17.958000000000002,23.8075,11.6381,1.9047619047619049,9, Echec   ,2022
S3868,Maria,Brown,student2868@university.com,Stud 2869,1234,Male,19,GP,Bachelor's,8.266,8.499,20.321,40.19,15.4552,3.627118644067796,10, Admis   ,2022
S3869,Omar,Davis,student2869@university.com,Stud 2870,1234,Male,22,QHSEI,High School,7.184000000000001,5.970000000000001,23.957,39.2425,11.7125,1.7500000000000002,1, Echec   ,2022
S3870,Liam,Johnson,student2870@university.com,Stud 2871,1234,Male,23,QHSEI,High School,8.261000000000001,7.441,27.684999999999995,29.9575,14.6689,3.631578947368421,4, Admis   ,2022
S3871,Emma,Johnson,student2871@university.com,Stud 2872,1234,Male,20,GCI,Master's,5.264,6.562000000000001,19.736,36.7425,13.660900000000002,3.5616438356164384,9, Admis   ,2022
S3872,Ahmed,Johnson,student2872@university.com,Stud 2873,1234,Female,20,GP,PhD,5.901,5.821000000000001,21.658,40.1325,14.7025,2.761194029850746,4, Admis   ,2022
S3873,Maria,Johnson,student2873@university.com,Stud 2874,1234,Male,20,QHSEI,Master's,8.135,8.051,21.812,41.010000000000005,15.801600000000002,2.666666666666667,10, Admis   ,2022
S3874,Liam,Jones,student2874@university.com,Stud 2875,1234,Female,24,GAM,Bachelor's,8.206999999999999,7.879000000000001,24.076,48.42,11.1909,4.806451612903226,1, Echec   ,2022
S3875,Sara,Johnson,student2875@university.com,Stud 2876,1234,Male,23,GPR,Master's,8.871,8.806000000000001,23.551,36.98,10.3465,1.1914893617021276,5, Echec   ,2022
S3876,Sara,Brown,student2876@university.com,Stud 2877,1234,Male,18,GE,Master's,7.015000000000001,9.365,25.513,48.4025,18.0591,1.6419753086419755,6, Admis   ,2022
S3877,Maria,Jones,student2877@university.com,Stud 2878,1234,Female,23,GCI,PhD,8.613,6.102,15.964,39.9025,10.09,3.255813953488372,1, Echec   ,2022
S3878,Omar,Johnson,student2878@university.com,Stud 2879,1234,Male,18,GP,PhD,8.42,8.899,12.641999999999998,45.3775,11.5312,2.6375,8, Echec   ,2022
S3879,Liam,Smith,student2879@university.com,Stud 2880,1234,Male,20,GCI,PhD,9.817,6.837000000000001,25.455,32.19,14.8598,2.952380952380953,1, Admis   ,2022
S3880,Sara,Williams,student2880@university.com,Stud 2881,1234,Male,21,GIT,Master's,6.0760000000000005,8.144,22.972,33.175,14.0734,2.3483146067415728,6, Admis   ,2022
S3881,Ahmed,Williams,student2881@university.com,Stud 2882,1234,Male,21,QHSEI,PhD,7.758,9.251,25.721000000000004,34.1375,15.373500000000002,1.8309859154929575,9, Admis   ,2022
S3882,Ali,Williams,student2882@university.com,Stud 2883,1234,Female,18,GPR,PhD,8.009,6.281000000000001,23.906,36.1375,14.866700000000003,0.860759493670886,3, Admis   ,2022
S3883,Omar,Jones,student2883@university.com,Stud 2884,1234,Male,20,GIT,High School,9.993000000000002,8.005,16.209999999999997,34.36,11.8002,1.5454545454545454,5, Echec   ,2022
S3884,Liam,Johnson,student2884@university.com,Stud 2885,1234,Male,23,GAM,Bachelor's,6.006,7.402,20.346,29.16,9.6698,1.7866666666666666,1, Echec   ,2022
S3885,Ahmed,Davis,student2885@university.com,Stud 2886,1234,Female,21,GESI,Master's,7.616,8.953000000000001,21.94,35.317499999999995,14.7653,2.361111111111111,1, Admis   ,2022
S3886,Liam,Davis,student2886@university.com,Stud 2887,1234,Female,18,GCI,Master's,6.731000000000001,8.486,16.070999999999998,41.395,11.685,2.901960784313726,2, Echec   ,2022
S3887,Emma,Davis,student2887@university.com,Stud 2888,1234,Male,23,GIT,High School,7.629000000000001,8.848,13.444,34.3175,12.8477,3.272727272727273,6, Admis   ,2022
S3888,Ahmed,Jones,student2888@university.com,Stud 2889,1234,Male,20,GESI,High School,6.1610000000000005,6.440000000000001,19.125,29.2825,12.2017,1.1785714285714286,7, Admis   ,2022
S3889,Omar,Brown,student2889@university.com,Stud 2890,1234,Female,19,GESI,High School,5.238,8.522,14.971,41.4025,14.026700000000003,1.9591836734693877,5, Admis   ,2022
S3890,Emma,Smith,student2890@university.com,Stud 2891,1234,Male,20,GESI,Bachelor's,7.862999999999999,8.029000000000002,17.874000000000002,33.0775,13.368700000000002,2.8750000000000004,1, Admis   ,2022
S3891,Omar,Smith,student2891@university.com,Stud 2892,1234,Female,24,GPR,Bachelor's,6.679000000000001,7.283,14.730999999999996,32.2425,12.1871,3.111111111111111,1, Admis   ,2022
S3892,Sara,Williams,student2892@university.com,Stud 2893,1234,Male,20,GAM,Master's,5.91,6.892,24.354000000000003,36.035,14.638199999999998,2.327586206896552,1, Admis   ,2022
S3893,Ali,Williams,student2893@university.com,Stud 2894,1234,Female,23,GCI,PhD,6.620000000000001,6.658,24.195,21.495,11.7936,2.8529411764705883,3, Echec   ,2022
S3894,Omar,Davis,student2894@university.com,Stud 2895,1234,Female,23,QHSEI,Master's,5.246,5.048,21.434,31.64,10.0465,1.8285714285714287,4, Echec   ,2022
S3895,Omar,Davis,student2895@university.com,Stud 2896,1234,Female,22,GPR,High School,9.752,5.848,16.797,35.8025,10.3768,1.175,8, Echec   ,2022
S3896,Sara,Williams,student2896@university.com,Stud 2897,1234,Male,22,GE,Master's,7.906000000000001,5.295000000000001,24.299,33.93,14.286,6.045454545454545,9, Admis   ,2022
S3897,John,Johnson,student2897@university.com,Stud 2898,1234,Male,23,GE,Bachelor's,9.074,9.242,19.575,26.18,12.8142,2.0,5, Admis   ,2022
S3898,Sara,Brown,student2898@university.com,Stud 2899,1234,Male,23,GM,Master's,7.116,9.3,18.703,45.2025,16.0643,4.492307692307692,4, Admis   ,2022
S3899,Emma,Brown,student2899@university.com,Stud 2900,1234,Male,19,QHSEI,High School,9.517,9.231,19.97,29.9825,13.740100000000002,5.60377358490566,10, Admis   ,2022
S3900,Sara,Brown,student2900@university.com,Stud 2901,1234,Female,19,GPR,PhD,7.417000000000001,9.090000000000002,20.405,35.5625,11.0209,2.6666666666666665,9, Echec   ,2022
S3901,Sara,Brown,student2901@university.com,Stud 2902,1234,Female,20,GP,Master's,7.870000000000001,6.107,14.694999999999997,25.805,10.895400000000002,2.4444444444444446,6, Echec   ,2022
S3902,Ali,Williams,student2902@university.com,Stud 2903,1234,Female,24,GP,Master's,7.459,7.459,15.135999999999996,45.57,15.1248,3.8307692307692314,3, Admis   ,2022
S3903,Sara,Smith,student2903@university.com,Stud 2904,1234,Male,21,GE,High School,8.666,9.539,14.8,43.595,15.32,6.7,7, Admis   ,2022
S3904,Liam,Williams,student2904@university.com,Stud 2905,1234,Male,24,GE,Bachelor's,7.833,8.799,20.983,28.230000000000004,11.4038,2.7349397590361444,9, Echec   ,2022
S3905,Omar,Brown,student2905@university.com,Stud 2906,1234,Male,19,GP,High School,6.3580000000000005,5.009,20.638,33.83,10.8322,1.2063492063492065,10, Echec   ,2022
S3906,Liam,Williams,student2906@university.com,Stud 2907,1234,Female,20,GE,PhD,5.728000000000001,7.297000000000001,16.855,37.04,10.4753,0.7611940298507462,2, Echec   ,2022
S3907,Ali,Brown,student2907@university.com,Stud 2908,1234,Male,24,GCI,PhD,8.031,5.053000000000001,22.514,33.12,13.7436,1.3066666666666669,9, Admis   ,2022
S3908,Maria,Jones,student2908@university.com,Stud 2909,1234,Male,18,GESI,High School,7.446,6.4030000000000005,16.581,40.465,10.7695,1.1149425287356325,2, Echec   ,2022
S3909,John,Davis,student2909@university.com,Stud 2910,1234,Female,22,GAM,Bachelor's,5.48,7.179000000000001,26.09,31.5375,14.0573,2.0,5, Admis   ,2022
S3910,Liam,Smith,student2910@university.com,Stud 2911,1234,Female,24,GESI,Bachelor's,6.978000000000001,9.464,22.023000000000003,38.1925,10.5595,4.0227272727272725,1, Echec   ,2022
S3911,Ali,Jones,student2911@university.com,Stud 2912,1234,Male,21,GIT,PhD,7.574,8.272,18.040000000000003,35.2825,13.833700000000002,3.91304347826087,2, Admis   ,2022
S3912,Emma,Johnson,student2912@university.com,Stud 2913,1234,Female,20,GMP,High School,9.134,6.812000000000001,20.153,30.012500000000003,10.8908,3.0,7, Echec   ,2022
S3913,Maria,Williams,student2913@university.com,Stud 2914,1234,Male,24,QHSEI,Bachelor's,5.381,7.453,20.793,22.46,11.2174,2.173913043478261,4, Echec   ,2022
S3914,Ali,Johnson,student2914@university.com,Stud 2915,1234,Female,23,GMP,PhD,6.742000000000001,9.087000000000002,24.838,38.5925,10.5707,1.123076923076923,7, Echec   ,2022
S3915,Ali,Williams,student2915@university.com,Stud 2916,1234,Female,18,GMP,High School,9.113,6.498000000000001,20.002,31.295,13.3816,2.893333333333333,4, Admis   ,2022
S3916,John,Davis,student2916@university.com,Stud 2917,1234,Female,22,GE,Bachelor's,8.242,8.075000000000001,21.627,42.04,11.4159,2.2500000000000004,1, Echec   ,2022
S3917,Omar,Jones,student2917@university.com,Stud 2918,1234,Male,18,GCI,Master's,6.45,6.311,21.142,38.010000000000005,14.382600000000004,3.6166666666666663,6, Admis   ,2022
S3918,Liam,Davis,student2918@university.com,Stud 2919,1234,Male,20,GP,High School,9.227,7.4,21.738,37.9675,15.266500000000002,1.9333333333333331,9, Admis   ,2022
S3919,Emma,Brown,student2919@university.com,Stud 2920,1234,Male,19,GAM,PhD,7.466,5.123,23.548,40.735,11.7315,2.7045454545454546,6, Echec   ,2022
S3920,Ahmed,Davis,student2920@university.com,Stud 2921,1234,Female,22,GAM,High School,7.492000000000001,9.261,16.653,24.92,11.6652,5.390243902439026,7, Echec   ,2022
S3921,Liam,Davis,student2921@university.com,Stud 2922,1234,Female,18,GM,Bachelor's,9.883,5.242000000000001,13.916,38.75,13.5582,2.8783783783783785,7, Admis   ,2022
S3922,Ahmed,Brown,student2922@university.com,Stud 2923,1234,Female,19,GESI,High School,9.736,6.122,13.49,45.2075,14.9111,0.8636363636363638,1, Admis   ,2022
S3923,Ali,Williams,student2923@university.com,Stud 2924,1234,Female,21,GPR,Master's,6.793000000000001,6.668000000000001,15.561,32.7575,9.5603,5.196078431372549,2, Echec   ,2022
S3924,Sara,Brown,student2924@university.com,Stud 2925,1234,Male,20,GMP,Bachelor's,5.703,8.126000000000001,22.245999999999995,38.3475,11.2528,2.618181818181818,1, Echec   ,2022
S3925,Emma,Jones,student2925@university.com,Stud 2926,1234,Male,20,GESI,Master's,6.628,8.6,15.087999999999996,41.775000000000006,11.4985,1.024390243902439,1, Echec   ,2022
S3926,Maria,Davis,student2926@university.com,Stud 2927,1234,Male,22,GE,Master's,5.152000000000001,5.402000000000001,21.583,31.315,12.6904,3.4637681159420284,8, Admis   ,2022
S3927,Sara,Brown,student2927@university.com,Stud 2928,1234,Female,18,GAM,Bachelor's,5.104,5.2170000000000005,22.089,37.1625,11.4796,4.195121951219512,4, Echec   ,2022
S3928,Sara,Davis,student2928@university.com,Stud 2929,1234,Female,21,GESI,Bachelor's,6.978000000000001,8.995000000000001,19.434000000000005,32.7275,13.6269,0.6590909090909091,10, Admis   ,2022
S3929,Liam,Jones,student2929@university.com,Stud 2930,1234,Male,23,GE,Master's,9.705,8.561,25.037,36.6125,15.983100000000002,3.356164383561644,8, Admis   ,2022
S3930,Emma,Johnson,student2930@university.com,Stud 2931,1234,Female,22,GESI,PhD,9.357,9.158,20.124,41.545,16.0368,2.564516129032258,5, Admis   ,2022
S3931,Omar,Jones,student2931@university.com,Stud 2932,1234,Male,23,GE,PhD,7.556999999999999,8.383000000000001,19.287000000000003,23.84,11.8134,3.1447368421052637,1, Echec   ,2022
S3932,Ali,Smith,student2932@university.com,Stud 2933,1234,Female,22,GESI,High School,7.826,8.755,20.649,37.915000000000006,15.029000000000003,4.779999999999999,9, Admis   ,2022
S3933,Ali,Smith,student2933@university.com,Stud 2934,1234,Female,18,GMP,PhD,5.03,6.8950000000000005,19.691,31.2725,12.5777,1.4150943396226416,3, Admis   ,2022
S3934,Ali,Smith,student2934@university.com,Stud 2935,1234,Male,21,GP,High School,6.078,7.951,16.99,47.8325,15.7703,4.229166666666667,7, Admis   ,2022
S3935,Ali,Davis,student2935@university.com,Stud 2936,1234,Male,18,QHSEI,Bachelor's,5.1240000000000006,9.027,19.937,34.615,13.7406,2.333333333333333,7, Admis   ,2022
S3936,Liam,Williams,student2936@university.com,Stud 2937,1234,Female,20,GM,Master's,8.773000000000001,5.861000000000001,19.134,37.215,14.196600000000002,2.2,10, Admis   ,2022
S3937,Ahmed,Williams,student2937@university.com,Stud 2938,1234,Male,23,GM,High School,5.728000000000001,7.114000000000001,23.574,27.425,10.7069,1.220338983050847,10, Echec   ,2022
S3938,Ali,Williams,student2938@university.com,Stud 2939,1234,Male,19,GCI,Master's,9.345,8.702,21.168,31.417500000000004,14.126500000000002,3.648148148148148,4, Admis   ,2022
S3939,Ahmed,Davis,student2939@university.com,Stud 2940,1234,Female,24,GESI,Master's,8.217,7.663,20.533,41.3575,15.5541,3.253333333333333,8, Admis   ,2022
S3940,Ahmed,Jones,student2940@university.com,Stud 2941,1234,Female,20,GM,PhD,6.147,8.408,19.201,27.1675,12.1847,3.578313253012048,8, Admis   ,2022
S3941,Omar,Williams,student2941@university.com,Stud 2942,1234,Female,20,GCI,Master's,5.789000000000001,6.464,20.513,39.73,14.499200000000002,2.5,2, Admis   ,2022
S3942,Ali,Johnson,student2942@university.com,Stud 2943,1234,Male,23,GM,High School,8.138,5.162,14.347,47.495000000000005,15.028400000000005,1.1125,8, Admis   ,2022
S3943,John,Smith,student2943@university.com,Stud 2944,1234,Female,22,GESI,Master's,9.504,5.146000000000001,27.733,39.83,10.2112,2.5636363636363635,5, Echec   ,2022
S3944,Maria,Jones,student2944@university.com,Stud 2945,1234,Female,20,GP,Bachelor's,8.592,9.714,20.721,30.65,11.5716,1.0576923076923077,2, Echec   ,2022
S3945,Sara,Smith,student2945@university.com,Stud 2946,1234,Female,24,GESI,Master's,6.743000000000001,9.723,21.603,27.3275,10.6655,2.375,6, Echec   ,2022
S3946,Ahmed,Williams,student2946@university.com,Stud 2947,1234,Female,21,GPR,Master's,7.937000000000001,6.056000000000001,16.533,27.2675,11.5587,6.488372093023256,8, Echec   ,2022
S3947,Emma,Jones,student2947@university.com,Stud 2948,1234,Female,20,GMP,Bachelor's,6.554000000000001,5.737,22.406,30.945,10.8799,1.1927710843373494,4, Echec   ,2022
S3948,Emma,Brown,student2948@university.com,Stud 2949,1234,Male,21,GPR,PhD,9.996,5.091,21.027999999999995,44.3725,16.097499999999997,2.011904761904762,10, Admis   ,2022
S3949,Maria,Johnson,student2949@university.com,Stud 2950,1234,Female,18,GPR,High School,8.744,6.156000000000001,21.056,39.775,15.146200000000002,2.608108108108108,9, Admis   ,2022
S3950,Emma,Williams,student2950@university.com,Stud 2951,1234,Female,22,GIT,PhD,8.072000000000001,6.672000000000001,21.139,39.7775,9.5631,1.7272727272727273,8, Echec   ,2022
